smiles,standard_value,PCFE,RTlogD,ADMETlab2.0,w/o microscopic pKa,w/o pre-training and microscopic pKa,w/o pre-training,no_logp,swap_strategy,all_task_scaffold,replace_macropka,Instant Jchem,logp_simi,RT_simi,logD_simi,logp_smi
CCN(CC)Cc1ccc(OC)c(-c2cc3c(-c4ccc(-c5nnn[nH]5)c(C(C)C)c4)ccnc3[nH]2)c1,0.93,3.38,3.094,4.308,2.447,3.038,3.424,4.0726037,2.537466,2.9747522,2.640153,3.45,0.277108434,0.281553398,0.263157895,0.277108434
CCN(CC)Cc1ccc(OC)c(-c2cc3c(-c4ccc(C(=O)O)c(C(C)C)c4)ccnc3[nH]2)c1,0.93,3.34,1.944,4.099,2.167,2.316,2.395,2.4908829,3.209159,2.373563,1.8959777,3.1,0.291139241,0.329896907,0.276595745,0.291139241
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-n5ncnc5CN(C)C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,0.93,1.22,1.507,1.673,0.853,0.699,0.813,0.8801687,1.3011966,0.51590765,0.74090004,0.59,0.179775281,0.205882353,0.214953271,0.18627451
CS(=O)(=O)NC(=O)CCc1cn(-c2ccc(Br)cc2)nc1-c1ccncc1,0.93,1.52,1.825,0.601,1.003,1.129,1.503,1.7307479,0.90761685,1.1663744,0.8086777,1.460794288,0.280487805,0.347826087,0.375,0.280487805
COc1ccc2nc(OC)n(CCNC(C)=O)c2c1,0.94,1.24,0.789,1.107,1.161,1.33,1.569,1.1897565,0.6735468,1.5246501,1.1862243,0.873917007,0.355932203,0.409090909,0.403508772,0.355932203
COc1nc2ccc3c(c2n1CCNC(C)=O)CCO3,0.94,1.18,0.757,1.114,0.73,0.822,1.303,1.422678,0.36548066,1.04804,0.86292124,0.913737656,0.338461538,0.333333333,0.689655172,0.338461538
Cc1ccc(S(=O)(=O)OCCN(CCBr)c2c(C(=O)NCCO)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.95,2.46,2.566,1.734,2.194,1.455,2.126,2.252475,1.0053991,3.1223483,1.8916376,3.069465457,0.325,0.316455696,0.320512821,0.325
CN1CCN(c2nc3ncc(Cl)cc3n3cnnc23)CC1,0.95,0.7,2.25,2.09,1.438,1.508,2.154,2.1202807,1.1439677,1.6161534,1.6916795,-0.065908144,0.257575758,0.339622642,0.328358209,0.257575758
CCS(=O)(=O)N1CC(CC#N)(n2cc(-n3c(-c4ccc(CO)o4)cc4cnc5[nH]ccc5c43)cn2)C1,0.95,1.96,2.411,2.022,2.213,2.828,2.317,2.0809805,2.2112226,2.6812792,1.6687553,0.244525603,0.19,0.22,0.511904762,0.19
CS(=O)(=O)NC(=O)/C=C/c1cn(-c2ccc(Cl)cc2)nc1-c1ccncc1,0.98,1.55,1.86,0.569,1.295,1.431,1.682,2.1341684,1.6922331,1.1869786,1.2633145,1.38,0.290909091,0.328571429,0.270588235,0.355263158
Cc1cc2ccnc(NC3CCNCC3C(=O)N[C@H]3CCCOC3)c2[nH]c1=O,0.98,0.42,0.95,1.041,0.715,0.382,0.75,0.3821677,0.24606729,0.5301652,0.08306646,-1.928017289,0.233766234,0.255813953,0.553846154,0.233766234
C[C@H]1[C@H](O)CN1c1nc(N2C[C@H]3[C@H](CC(=O)O)[C@H]3C2)cc(C(F)(F)F)c1C#N,1,1.34,1.234,2.39,0.674,0.279,0.246,0.8895606,0.4399649,0.49343097,0.9938185,-1.2,0.214285714,0.265822785,0.258823529,0.214285714
C[C@H]1CCN1c1nc(N2C[C@H]3[C@H](CC(=O)O)[C@H]3C2)cc(C(F)(F)F)n1,1,1.63,1.686,3.027,1.08,0.926,0.698,1.3623776,1.6783559,1.721148,1.950051,-0.63,0.266666667,0.303797468,0.289156627,0.266666667
O=C(N[C@H]1CCN(c2nccn3ccnc23)C1)C1CCCN(C(=O)[C@H]2C[C@@H]3CC[C@H]2O3)CC1,1,0.91,1.226,1.67,1.224,1.19,1.464,1.5587406,0.91350424,1.102133,1.7855071,0.03,0.231707317,0.317073171,0.292682927,0.231707317
O=C(N[C@H]1CCN(c2nccn3ccnc23)C1)[C@H]1CCCN(C(=O)[C@H]2C[C@@H]3CC[C@H]2O3)CC1,1,0.89,1.226,1.67,1.224,1.19,1.464,1.5127773,1.01605,1.1456048,1.4054737,0.03,0.231707317,0.317073171,0.292682927,0.231707317
CN1C(=O)c2c(F)cccc2CN2C[C@@H]1C1(CC1)C2,1,0.95,1.12,1.18,1.13,1.249,0.72,0.45559263,0.96357226,0.04903841,0.9265934,0.9,0.227272727,0.281690141,0.28,0.245283019
N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)COc2ccccc2Cl)cn1,1,1.27,2.071,1.112,1.445,1.464,1.445,2.027694,0.9652128,1.2499049,1.4817336,0.92,0.344262295,0.342857143,0.24691358,0.344262295
COc1cccc(NC(=O)CC2SCCNC2=O)c1,1,0.69,0.763,1.211,0.066,0.246,0.736,0.88291895,0.41873193,0.8599721,0.7060026,0.579334574,0.473684211,0.389830508,0.338235294,0.481481481
C[C@H](Oc1cc2cc(F)cc(F)c2nc1N)c1cc(C(=O)O)ccc1-n1cccn1,1,1.93,1.235,2.126,1.389,1.583,1.548,1.8287535,1.2396556,1.6049759,0.98026097,1.096312954,0.285714286,0.298850575,0.345238095,0.285714286
CCCCCCN1CCNC(=O)C(CO[C@H]2C[C@H](N)C2)NC(=O)C(CN)NC(=O)C(C2CCCCC2)NC(=O)C(CC(C)C)N(C)C(=O)C1C,1,1.16,0.342,3.239,1.566,-0.073,-0.444,0.16440153,-0.80717635,0.4416839,0.6028006,-2.845696109,0.19047619,0.201834862,0.327102804,0.233333333
CCCCCCNC(=O)COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1OC,1,2.1,1.369,3.142,1.028,1.6,1.245,2.007278,0.7222638,1.2013468,1.9699951,1.257834083,0.415384615,0.637931034,0.440677966,0.415384615
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)NC12CC3CC(CC(C3)C1)C2,1,2.89,1.929,3.907,1.53,1.644,1.84,2.130306,1.7133574,2.0181346,2.1595824,1.136204101,0.337837838,0.616666667,0.426229508,0.341463415
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,1,1.88,0.996,3.167,1.057,1.281,0.867,1.2334095,1.3028424,2.5783093,1.146817,1.792230634,0.265957447,0.573033708,0.413043478,0.265957447
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4CC(OC)C4)C3)ncnc21,1,0.85,1.298,1.542,1.1,0.532,1.215,1.4251902,0.7690041,1.0548499,0.87511957,0.92753092,0.229166667,0.407894737,0.56,0.253164557
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,1,0.86,1.107,1.6,0.771,0.581,1.33,1.2231216,0.92638564,1.1943674,1.0987699,1.277765603,0.233766234,0.463768116,0.632352941,0.273972603
Cc1ncccc1Oc1ccc2nc(COc3cccc(C(=O)O)c3)n(C)c2c1,1,1.12,0.977,2.392,0.513,0.633,0.52,1.407841,0.8854134,1.6876149,1.2712102,0.127680167,0.366666667,0.384615385,0.8,0.366666667
Cc1cncc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c1,1,1.46,1.139,2.733,1.192,1.206,0.873,1.5562513,0.9944148,0.7633084,2.2031696,0.533466865,0.366666667,0.384615385,0.842105263,0.385964912
Cc1cc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)cc(C)n1,1,1.9,1.698,2.677,1.013,1.215,1.217,1.8940151,1.1181912,1.9594426,1.3663442,0.924968494,0.392857143,0.409836066,0.849056604,0.41509434
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(Cc3ccccn3)c(CC)c2[nH]1,1,2.68,1.327,2.878,1.553,2.245,2.262,2.6148021,2.3201354,2.335945,2.3502274,2.539303845,0.244680851,0.361702128,0.814814815,0.25
O=C(Oc1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccccc1,1,1.48,1.46,1.658,1.549,1.434,1.031,1.4538493,1.2144271,1.8652048,1.7279844,1.06304094,0.707317073,0.412698413,0.681818182,0.707317073
O=C1c2c[n+]([O-])c3ccccc3c2C(=O)c2[nH]c3ccccc3c21,1.02,2.6,1.904,2.727,1.686,1.796,2.135,2.1748462,2.0813746,1.0811542,1.2551169,1.994288464,0.361702128,0.3125,0.311111111,0.361702128
Cc1ccc(S(=O)(=O)OCCN(CCBr)c2c(C(=O)NCCC(=O)O)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1.03,1.22,0.174,0.8,-0.026,-0.36,0.341,0.06072998,-0.711391,0.91661346,0.332641,0.003813515,0.317073171,0.308641975,0.3125,0.317073171
CC(C)c1cc(C(=O)N2CCc3nc(OCCN(C)C)ncc3C2)c(O)cc1O,1.04,1.95,1.056,2.282,1.43,1.459,1.4,1.6224563,0.9674039,1.3703418,1.1418864,1.84270006,0.348484848,0.424657534,0.606060606,0.348484848
Cc1cc2ccnc(NC3CCNCC3C(=O)NCC3CC3)c2[nH]c1=O,1.05,0.69,0.991,1.314,0.726,0.468,0.731,0.94551,1.3293488,0.87458766,0.91951394,-1.566036644,0.25,0.293333333,0.573770492,0.25
CS(=O)(=O)NC(=O)C1CC1c1cn(-c2ccc(Cl)cc2)nc1-c1ccncc1,1.06,1.87,1.941,0.935,1.496,1.47,1.572,1.864835,1.7327776,1.371058,1.1645267,1.22,0.280701754,0.413333333,0.297619048,0.308641975
CO[C@@H](C)CNC(=O)C1CNCCC1Nc1nccc2cc(C)c(=O)[nH]c12,1.08,0.38,0.488,0.937,0.592,0.056,0.218,0.9661635,0.7000725,0.75794387,0.37372935,-1.977013943,0.2375,0.266666667,0.53030303,0.2375
CC(C)c1cc(C(=O)N2CCc3nc(OCCCN(C)C)ncc3C2)c(O)cc1O,1.09,1.8,0.893,2.456,1.13,1.207,1.001,1.1025977,0.6832167,1.134757,0.75462544,1.253734643,0.31884058,0.413333333,0.565217391,0.31884058
CCC[C@](C)(CO)Nc1nc(N)nc2cccnc12,1.1,1.97,2.254,1.117,2.13,1.961,2.195,2.407717,1.5566766,2.0600245,2.1475873,1.48,0.294117647,0.276923077,0.283783784,0.294117647
COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(=O)O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1,1.1,1.28,2.008,2.264,1.66,0.483,1.088,2.042573,1.044931,0.5218346,1.5930943,-0.11,0.258064516,0.277777778,0.276785714,0.258064516
COC[C@H]1O[C@@H](c2ccc(O)c(O)c2)[C@H](OC)[C@@H](OC)[C@@H]1OC,1.1,0.76,0.175,1.528,0.359,0.129,-0.596,1.4708571,1.0978143,1.4002254,0.75100636,1.17,0.339622642,0.333333333,0.285714286,0.339622642
N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ncccc2Cl)cn1,1.1,0.94,1.967,0.695,0.774,0.992,1.016,1.8971162,0.96352005,1.031977,0.81018126,0.77,0.240963855,0.288888889,0.230769231,0.240963855
CC(=O)N1CC[C@H](N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,1.1,1.27,1.151,0.843,0.619,0.615,0.489,0.84173393,0.6292443,1.2335536,1.3293296,0.507010523,0.230769231,0.347222222,0.379310345,0.246753247
CNc1nccn(-c2cc(C(=O)NC3CC3)ccc2C)c1=O,1.1,1.09,1.944,1.092,1.358,1.699,1.955,2.1298957,1.6868899,1.6120353,1.5117991,1.038829584,0.322033898,0.446153846,0.373134328,0.322033898
COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,1.1,1.67,1.01,3.371,0.425,0.645,0.832,1.3404503,0.30110085,0.77174497,-0.06847429,0.023845996,0.23943662,0.318181818,0.397727273,0.280898876
CC(=O)c1ccc(N2CCN(C(=O)c3cnn(C)c3)CC2)cc1,1.1,1.51,1.14,1.082,1.056,1.084,0.848,1.1232039,0.99043345,1.0152446,1.1543292,0.994984064,0.436363636,0.50877193,0.360655738,0.512195122
COc1ccc(NC(=O)CC2SCCNC2=O)cc1F,1.1,0.67,0.942,1.283,0.216,0.44,0.934,1.0924003,0.8187338,1.0896407,1.04752,0.722036357,0.338983051,0.393939394,0.359375,0.338983051
C[C@H](Oc1cc2c(F)ccc(F)c2nc1N)c1cc(C(=O)O)ccc1-n1cccn1,1.1,1.86,1.048,2.065,1.297,1.585,1.534,1.3112652,1.3281307,1.6319771,0.62965584,1.096334218,0.285714286,0.313953488,0.333333333,0.285714286
CCCCCC[C@H]1OC[C@@H](C)NC(=O)C(COC(CN)CN)NC(=O)C(CN)NC(=O)C(C2CCCCCC2)NC(=O)C(CCC)N(C)C(=O)C1C,1.1,1.31,0.38,3.221,1.34,-0.055,-0.322,0.37188554,0.8606646,0.620769,1.1856254,-2.327152313,0.204819277,0.196078431,0.355769231,0.204918033
CCCCCC[C@H]1OC[C@@H](C)NC(=O)C(CNCCCN)NC(=O)C(CN)NC(=O)C(C2CCCCCC2)NC(=O)C(CCC)N(C)C(=O)C1C,1.1,1.9,0.338,3.345,1.244,-0.051,-0.105,0.5836675,-0.5743661,1.4113715,0.27802908,-2.155000876,0.207317073,0.202247191,0.346153846,0.207317073
CC1(N)CCN(c2cnc(Sc3cccc(Cl)c3Cl)c(N)n2)CC1,1.1,2.6,2.732,3.264,2.662,1.637,2.284,2.6579123,1.794287,2.6100023,3.2933435,0.845551101,0.254901961,0.272727273,0.310344828,0.254901961
O=C(Nc1ccc(Br)cc1)NC1(C(=O)NCc2nn[nH]n2)CCCC1,1.1,1.62,1.877,2.459,1.031,1.734,2.17,1.282026,0.86603034,0.634768,1.0468479,1.746520293,0.339622642,0.310810811,0.396226415,0.339622642
NCCC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.1,1.93,2.837,2.279,2.557,1.877,1.326,2.180321,1.4179868,1.937972,1.6491189,0.735403851,0.283950617,0.301075269,0.38961039,0.283950617
CC(C)(NC(=O)Nc1ccc(F)c(C(F)(F)F)c1)C(=O)O,1.1,0.18,0.712,2.106,-0.512,0.441,-0.163,0.19479656,0.23947597,0.4459889,0.6209265,-0.824912458,0.434782609,0.309090909,0.403846154,0.434782609
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)Nc1ccc(F)cc1,1.1,1.85,1.259,2.888,0.578,1.425,0.824,1.2261984,1.0392716,1.5542531,1.3752291,1.205065677,0.415384615,0.649122807,0.448275862,0.415384615
CC(C)n1cc(Nc2nc(N[C@H]3CC[C@H](N(C)C)CC3)c3cccn3n2)cn1,1.1,2.1,1.225,2.722,1.588,1.299,1.538,1.9976491,1.8376036,1.4684768,1.507134,0.577030875,0.189873418,0.25,0.516129032,0.196969697
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ccnc(Cl)c3)cc21,1.1,1.56,1.509,2.912,1.053,1.32,0.976,2.0324004,1.1940413,1.0957735,0.8065467,0.665508387,0.372881356,0.435483871,0.810344828,0.392857143
Cc1c(N2CC3CC3(N)C2)c(F)cc2c(CN)cc(=O)n(C3CC3)c12,1.1,-0.16,-0.428,1.236,0.217,0.311,0.076,-0.15764046,1.1047714,0.55167603,0.113986254,-3.414501001,0.209302326,0.258823529,0.630769231,0.240506329
Cc1cncc(-c2cnc(NC3CCN(CCO)CC3)c3[nH]c(=O)c(C)cc23)c1,1.1,1.71,1.629,1.83,1.846,1.397,1.769,1.5087588,2.1197383,1.9152142,1.5936677,0.095193083,0.231707317,0.287356322,0.714285714,0.253333333
CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCC4)ncc3C2)c(O)cc1O,1.12,2.71,1.554,2.695,1.912,1.527,1.716,2.1929305,1.5157324,1.7228239,1.5181425,2.298438849,0.246753247,0.452054795,0.480519481,0.278481013
Cc1c(C)c2ccc(OCC3CCCN(CCCO)C3)cc2oc1=O,1.15,2.05,1.31,2.661,1.049,1.241,1.361,1.0864823,1.2894237,1.695854,1.5601027,0.551165793,0.369047619,0.4,0.359375,0.369047619
COc1ccc2nc(OC)n(CCCNC(C)=O)c2c1,1.17,1.35,1.515,1.284,1.356,1.589,1.856,1.951242,0.81397593,1.4333664,1.7096808,0.933875992,0.327272727,0.376811594,0.412698413,0.34375
CCN(CC)CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,1.17,2.6,1.639,2.848,1.702,1.328,1.654,2.3377242,2.0379887,1.5995655,1.6015451,2.084756676,0.263888889,0.413333333,0.5,0.263888889
COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)nc4)CC3)c2n1,1.18,1.94,1.299,2.669,1.833,1.261,1.727,1.3364729,2.0962067,2.0401843,1.5535755,1.176393676,0.25974026,0.333333333,0.50617284,0.269230769
Cc1ccccc1-c1cc(C(=O)NCCCN2CCCC2)c2c[nH]nc2n1,1.19,2.62,1.76,2.863,1.677,1.661,1.654,1.9298619,1.9960032,2.0998526,1.6748757,0.997481297,0.359375,0.484848485,0.381578947,0.359375
Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C#N)c(=O)n(C3CC3)c12,1.19,2.11,2.215,2.577,2.429,1.769,1.25,1.9418552,1.0818882,1.574058,2.0317914,-0.257829761,0.217948718,0.26744186,0.464788732,0.218390805
O=C(CC1SCCNC1=O)Nc1ccc(F)cc1,1.2,0.89,1.062,1.223,0.027,0.099,0.821,1.2127646,0.21766686,1.6923966,1.3577964,0.88,0.4,0.362068966,0.294117647,0.4
Nc1nccc(Sc2cnc(N3CCC4(CCC[C@H]4N)CC3)cn2)c1Cl,1.2,1.3,0.638,3.3,1.393,0.926,0.841,1.0235373,1.2815838,1.6672548,0.9717083,0.11,0.209677419,0.24691358,0.261904762,0.209677419
Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,1.2,1.73,1.307,1.36,0.486,0.944,1.592,1.7751172,0.9898106,1.8899368,1.2769725,1.89,0.242857143,0.341463415,0.238095238,0.242857143
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(C2CC2CN(C)C)c1,1.2,1.12,0.351,1.012,0.863,0.849,1.093,0.9456229,0.3445605,1.3940911,0.880496,-0.33,0.197802198,0.265060241,0.233333333,0.197802198
CC1(C)NC(=O)N(c2ccnc3ccccc23)C1=O,1.2,1.2,2.167,1.148,1.251,1.333,1.704,2.305897,1.1653023,1.4620905,2.1082764,1.5905831,0.41025641,0.3125,0.351851852,0.41025641
COc1ccc(CN2CCOCC2)cc1-c1cc2c(-c3ccc(C(=O)O)c(C(C)C)c3)ccnc2[nH]1,1.2,2.65,3.126,3.666,2.686,3.216,2.53,2.9770277,3.4549341,2.7468605,2.552737,1.788454254,0.297619048,0.352272727,0.360465116,0.308641975
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CCO)C4)c3)n2)cn1,1.2,0.65,0.756,0.913,1.117,0.863,1.209,1.230103,1.2473575,1.3341208,0.8727571,0.098203054,0.2,0.258823529,0.358024691,0.214285714
CC(=O)N1CC(CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,1.2,0.97,0.805,0.928,0.754,0.841,1.05,1.1402286,1.6232916,1.270994,1.0619788,0.037874792,0.204301075,0.271604938,0.37037037,0.204301075
Cn1cc(-c2cc(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n3cnnc3c2)cn1,1.2,1.58,1.549,1.952,1.893,1.722,1.878,1.3683033,1.2937254,1.5095339,1.5462832,0.427961851,0.176470588,0.240963855,0.302325581,0.189189189
CN(C)C(=O)N1C[C@@H]2C(C(=O)N[C@H]3CCN(c4nccn5ccnc45)C3)[C@@H]2C1,1.2,0.55,0.702,1.145,0.621,0.809,0.857,0.6765878,0.38347805,0.91246057,0.36508226,-1.581218456,0.219178082,0.346666667,0.350877193,0.219178082
CN1CCC(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)CC1,1.2,2.18,1.829,3.144,1.435,1.834,1.441,1.1918591,1.1751457,1.5992467,1.8163532,1.173736416,0.365384615,0.355932203,0.333333333,0.365384615
Cc1cc2c(C3CCOCC3)cnc(N=C3CCN(CCCN)CC3)c2[nH]c1=O,1.2,-0.13,-0.141,1.214,0.044,-0.336,0.555,-0.11109042,-0.42518115,0.54205287,0.049334764,-1.183886036,0.238095238,0.258064516,0.333333333,0.238095238
COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)Nc1ccc(C)cc1,1.2,2.07,1.787,3.116,1.03,1.784,0.982,1.8813161,1.3762076,1.4782023,2.1249952,1.575785246,0.4,0.660714286,0.456140351,0.4
CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)C4CCC4)C3)ncnc21,1.2,1.18,1.263,1.48,1.063,1.035,1.477,1.5296334,1.2050464,1.6670191,1.5242202,1.450659676,0.234567901,0.391891892,0.597222222,0.246753247
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,1.2,1.86,1.944,3.288,1.496,1.724,1.892,2.5367837,1.8285894,2.0388243,1.7122517,1.86629512,0.581395349,0.352112676,0.509090909,0.581395349
COc1cc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3n2)cc(C)n1,1.2,1.52,1.416,2.698,1.055,0.631,0.935,1.4841188,0.85923374,1.3805768,0.7029767,0.134402315,0.372881356,0.328767123,0.786885246,0.372881356
COc1cc(Oc2ccc(C)nc2C)cc2c1nc(COc1cccc(C(=O)O)c1)n2C,1.2,1.49,1.38,2.461,0.779,0.82,0.634,1.5590246,0.92502904,0.97993207,1.2259092,0.104350577,0.366666667,0.3125,0.608695652,0.366666667
Cc1cncc(-c2cnc(NC3CCN(CCCN)CC3)c3[nH]c(=O)c(C)cc23)c1,1.2,0.83,0.497,1.542,0.755,0.004,1.145,0.9918332,0.76672196,1.0522335,0.31325114,-1.811594345,0.229508197,0.261363636,0.692307692,0.229508197
CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCCCC4)ncc3C2)c(O)cc1O,1.21,3.04,1.624,3.01,2.178,1.467,1.72,2.1372623,2.190831,2.2731302,1.4423015,2.84981328,0.256756757,0.445945946,0.474358974,0.291139241
CCOc1nc2ccc(OC)cc2n1CCNC(C)=O,1.26,1.75,1.679,1.535,1.548,1.62,2.231,1.5170529,1.3548946,1.6616614,1.2543387,1.230726619,0.35,0.385714286,0.37704918,0.35
C[C@H](Nc1nc(N)nc(N)c1C#N)c1cc2ccc(F)cn2c(=O)c1-c1ccccc1,1.26,2.67,3.352,1.361,2.148,2.132,3.04,2.8650575,2.3924012,1.894024,2.365469,2.085703211,0.24137931,0.297619048,0.481012658,0.24137931
CCOc1nc2ccc3c(c2n1CCNC(C)=O)CCO3,1.27,1.67,1.613,1.554,1.106,1.245,1.919,1.6682736,1.0834526,1.8074936,1.348447,1.270550609,0.323076923,0.291139241,0.666666667,0.323076923
COc1ccc2nccc(CCN3CCC(NCc4ccc(Cl)cn4)CC3)c2n1,1.28,2.2,1.621,2.918,2.372,1.903,2.2,1.7845783,2.4054468,2.1653948,1.5803521,1.278878842,0.238636364,0.333333333,0.564102564,0.25
C[C@H](O)c1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,1.3,1.09,1.921,1.456,0.996,1.245,1.11,1.3616819,1.7899367,1.3173835,1.0433068,0.48,0.188118812,0.195652174,0.215686275,0.195652174
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-n5ncnc5NCC(=O)N5CC[C@@H](N(C)C)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,1.3,0.82,1.173,1.481,0.86,0.127,0.302,1.1254033,0.9367429,1.095845,0.61459076,-1.52,0.186915888,0.229357798,0.242718447,0.201754386
O=C1CCCN1c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12,1.3,1.13,1.91,1.58,1.164,0.897,1.916,1.7187617,1.59523,1.5004654,1.6280909,-0.16,0.194444444,0.255555556,0.244186047,0.194444444
Nc1nc2cc(O[C@H]3CC[C@]4(O)[C@@H](O)[C@@H](O[C@H]34)n5ccc6c(N)ncnc56)ccc2cc1F,1.3,1.9,1.761,0.902,1.887,1.347,1.541,1.8143506,1.2283446,1.091311,1.5205411,1.46,0.270588235,0.381578947,0.27173913,0.270588235
Cc1cc2ccc(C[C@@H]3CC[C@]4(O)[C@@H](O)[C@@H](O[C@H]34)n5ccc6c(N)ncnc56)cc2nc1N,1.3,2.18,1.447,1.41,2.031,1.549,1.86,1.5656781,1.0191143,1.5157263,1.6773361,2.42,0.301204819,0.4,0.29245283,0.301204819
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCN(C)C(=O)CO2,1.3,1.62,1.807,1.915,1.145,0.846,1.295,1.7993374,1.2418637,1.0750473,2.109259,0.96,0.205128205,0.230769231,0.255555556,0.207317073
CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCNC(=O)CO2,1.3,1.4,1.922,1.982,0.83,1.067,1.459,1.9361191,1.3372674,1.5809779,2.121006,0.74,0.207792208,0.21978022,0.230769231,0.207792208
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccnc(-c3c(F)cccc3F)n2)C[C@@H](O)[C@]1(C)O,1.3,3,2.612,2.402,2.307,3.097,2.583,2.6908815,2.1624112,3.1587229,2.5890236,3.06,0.236842105,0.282051282,0.265822785,0.236842105
C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CNCC4)nc2n1-c1cccc(C(C)(C)O)n1,1.3,1.64,1.303,2.474,0.651,1.293,0.776,1.2752831,0.6689569,1.5370554,1.3445618,0.98,0.214285714,0.682926829,0.291262136,0.222222222
Cc1cc(NS(=O)(=O)c2ccc(N(C)C)cc2)no1,1.3,1.14,1.44,0.971,1.328,1.235,1.661,1.3195293,0.8363701,1.3036859,1.6800787,0.933912984,0.488372093,0.457627119,0.346938776,0.488372093
CS(=O)(=O)N1CC[C@H](N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,1.3,1.58,1.499,0.804,1.123,0.966,0.834,1.09914,0.42412293,1.4317571,1.6414132,0.002054063,0.223404255,0.324675325,0.395061728,0.246753247
CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,1.3,1.5,1.718,2.235,1.731,1.535,1.297,1.9966345,1.201499,0.76795995,2.52669,0.374089052,0.25,0.280487805,0.341463415,0.25
O=C(O)C[C@H](NC(=O)c1cccc(-c2ccc(Cl)cc2)c1)c1cccnc1,1.3,1.27,0.434,2.847,0.463,1.25,0.524,1.1738399,0.59516656,0.23536682,1.3006644,0.482227028,0.410714286,0.462686567,0.383561644,0.410714286
CCCCCC[C@H]1OC[C@@H](C)NC(=O)C(COCCCNCCCC(=O)O)NC(=O)C(CN)NC(=O)C(C2CCCCCC2)NC(=O)C(CCC)N(C)C(=O)C1C,1.3,1.86,0.48,2.811,1.638,-0.88,-0.327,0.5871481,0.29671896,-0.15737104,-1.273835,-1.087668737,0.234693878,0.198275862,0.327433628,0.234693878
